major_code,major_name,major_level,degree,limit_year,level2_name,level3_name,core_courses_estimated,course_basis,data_note,tier1_school_examples,tier1_course_focus,tier2_school_examples,tier2_course_focus,tier3_school_examples,tier3_course_focus
330302,大数据与会计,本科(职业),管理学学士,四年,财经商贸大类,财务会计类,基础会计、财务会计、成本会计、管理会计、税法、财务管理、会计信息系统、商务数据分析、Python基础、财务共享实训,category_template,rysxai课程文本未抽出课程名,内蒙古大学,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：内蒙古大学,深圳职业技术大学、深圳信息职业技术大学、内蒙古农业大学、河南财经政法大学、桂林理工大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、深圳信息职业技术大学、内蒙古农业大学、河南财经政法大学、桂林理工大学,黄淮学院、河南工程学院、山东青年政治学院、山东女子学院、山东管理学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：黄淮学院、河南工程学院、山东青年政治学院、山东女子学院、山东管理学院
330303,大数据与审计,本科(职业),管理学学士,四年,财经商贸大类,财务会计类,程序设计、数据结构、数据库系统、概率论与数理统计、机器学习、数据挖掘、大数据平台技术、数据可视化,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,广东轻工职业技术大学、广州职业技术大学、江西软件职业技术大学、云南机电职业技术学院、内蒙古化工职业学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：广东轻工职业技术大学、广州职业技术大学、江西软件职业技术大学、云南机电职业技术学院、内蒙古化工职业学院,广西职业师范学院、苏州职业技术大学、广西农业职业技术大学、电子科技大学成都学院、山东财经大学东方学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：广西职业师范学院、苏州职业技术大学、广西农业职业技术大学、电子科技大学成都学院、山东财经大学东方学院
330304,业财融合管理,本科(职业),管理学学士,,财经商贸大类,财务会计类,基础会计、财务会计、成本会计、管理会计、税法、财务管理、审计基础、会计信息系统,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,库内未命中,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：库内未命中该层次开设样例
330401,统计与大数据分析,本科(职业),经济学学士,四年,财经商贸大类,统计类,程序设计、数据结构、数据库系统、概率论与数理统计、机器学习、数据挖掘、大数据平台技术、数据可视化,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,河南经贸职业学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：河南经贸职业学院,普洱学院、北京科技职业大学、扬州职业技术大学、新疆和田学院、四川工商职业技术学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：普洱学院、北京科技职业大学、扬州职业技术大学、新疆和田学院、四川工商职业技术学院
330501,国际经济与贸易,本科(职业),经济学学士,四年,财经商贸大类,经济贸易类,西方经济学、马克思主义政治经济学、经济数学、统计学、计量经济学、中级微观经济学、中级宏观经济学、财政学、金融学、国际贸易学,rysxai_major_course,,北京大学、浙江大学、复旦大学、南京大学、武汉大学,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：北京大学、浙江大学、复旦大学、南京大学、武汉大学,江西财经大学、浙江工商大学、山东师范大学、广州大学、上海理工大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：江西财经大学、浙江工商大学、山东师范大学、广州大学、上海理工大学,洛阳理工学院、周口师范学院、湘南学院、商丘师范学院、怀化学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：洛阳理工学院、周口师范学院、湘南学院、商丘师范学院、怀化学院
330502,国际商务,本科(职业),经济学学士,四年,财经商贸大类,经济贸易类,专业导论、专业核心理论、专业方法与工具、实验/实践课程、方向模块课程、课程设计、毕业论文/设计,category_template,rysxai课程文本未抽出课程名,华中科技大学、南开大学、中央财经大学、中国政法大学、中南财经政法大学,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：华中科技大学、南开大学、中央财经大学、中国政法大学、中南财经政法大学,江西财经大学、浙江工商大学、西交利物浦大学、杭州师范大学、浙江中医药大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：江西财经大学、浙江工商大学、西交利物浦大学、杭州师范大学、浙江中医药大学,浙江水利水电学院、广州航海学院、南阳理工学院、武汉商学院、山东青年政治学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：浙江水利水电学院、广州航海学院、南阳理工学院、武汉商学院、山东青年政治学院
330601,企业数字化管理,本科(职业),管理学学士,四年,财经商贸大类,工商管理类,管理学、经济学、会计学、财务管理、市场营销、组织行为学、运营管理、战略管理,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,内蒙古农业大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：内蒙古农业大学,南京工业职业技术大学、广西农业职业技术大学、浙江药科职业大学、山东外国语职业技术大学、山西工程科技职业大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：南京工业职业技术大学、广西农业职业技术大学、浙江药科职业大学、山东外国语职业技术大学、山西工程科技职业大学
330602,市场营销,本科(职业),管理学学士,四年,财经商贸大类,工商管理类,管理学/管理学原理、会计学、财务管理与分析、经济法/经济法教程、市场营销导论/市场营销、消费者行为学、商品学概论、贸易经济学/流通概论、企业战略管理、商业伦理学,rysxai_major_course,,北京大学、复旦大学、南京大学、武汉大学、华中科技大学,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：北京大学、复旦大学、南京大学、武汉大学、华中科技大学,江西财经大学、浙江工商大学、西交利物浦大学、广州大学、昆明理工大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：江西财经大学、浙江工商大学、西交利物浦大学、广州大学、昆明理工大学,洛阳理工学院、许昌学院、黄淮学院、河南工程学院、南阳理工学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：洛阳理工学院、许昌学院、黄淮学院、河南工程学院、南阳理工学院
330603,品牌策划与运营,本科(职业),管理学学士,四年,财经商贸大类,工商管理类,管理学、经济学、会计学、财务管理、市场营销、组织行为学、运营管理、战略管理,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,库内未命中,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：库内未命中该层次开设样例
330701,电子商务,本科(职业),"管理学学士,工学学士,经济学学士",四年,财经商贸大类,电子商务类,管理学、经济学、西方经济学、政治经济学、会计学原理、统计学、电子商务概论、电子商务导论、计算机原理与应用基础、数据库技术与应用,rysxai_major_course,,南京大学、武汉大学、西安交通大学、哈尔滨工业大学、天津大学,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：南京大学、武汉大学、西安交通大学、哈尔滨工业大学、天津大学,江西财经大学、浙江工商大学、山东师范大学、广州大学、燕山大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：江西财经大学、浙江工商大学、山东师范大学、广州大学、燕山大学,洛阳理工学院、许昌学院、商丘师范学院、重庆第二师范学院、黄淮学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：洛阳理工学院、许昌学院、商丘师范学院、重庆第二师范学院、黄淮学院
330702,跨境电子商务,本科(职业),"管理学学士,工学学士,经济学学士",四年,财经商贸大类,电子商务类,电子商务基础、国际贸易理论、管理学原理、经济学基础、市场营销学、跨境电子商务运营、跨境网络营销、跨境支付与结算、国际物流与供应链管理、跨境电商平台实务,rysxai_major_course,,华南师范大学、中国传媒大学、内蒙古大学、西北政法大学,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：华南师范大学、中国传媒大学、内蒙古大学、西北政法大学,西安理工大学、山东财经大学、深圳职业技术大学、哈尔滨理工大学、嘉兴大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：西安理工大学、山东财经大学、深圳职业技术大学、哈尔滨理工大学、嘉兴大学,怀化学院、南昌师范学院、广州航海学院、齐鲁师范学院、太原工业学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：怀化学院、南昌师范学院、广州航海学院、齐鲁师范学院、太原工业学院
330703,全媒体电商运营,本科(职业),"管理学学士,经济学学士",四年,财经商贸大类,电子商务类,电子商务概论、网络营销、电子商务运营、数据库基础、网页设计、商务数据分析、供应链管理、跨境电商,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,山东青年政治学院、滇西应用技术大学、湖南汽车工程职业大学、河北科技工程职业技术大学、四川工商学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：山东青年政治学院、滇西应用技术大学、湖南汽车工程职业大学、河北科技工程职业技术大学、四川工商学院
330704,商务数据分析与管理,本科(职业),管理学学士,四年,财经商贸大类,电子商务类,电子商务概论、网络营销、电子商务运营、数据库基础、网页设计、商务数据分析、供应链管理、跨境电商,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,库内未命中,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：库内未命中该层次开设样例
330801,物流工程技术,本科(职业),工学学士,四年,财经商贸大类,物流类,专业导论、专业核心理论、专业方法与工具、实验/实践课程、方向模块课程、课程设计、毕业论文/设计,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,云南交通职业技术学院、云南机电职业技术学院、广西职业技术学院、河北交通职业技术学院、潍坊职业学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：云南交通职业技术学院、云南机电职业技术学院、广西职业技术学院、河北交通职业技术学院、潍坊职业学院,重庆电子科技职业大学、长春汽车职业技术大学、山东外国语职业技术大学、山西工程科技职业大学、景德镇艺术职业大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：重庆电子科技职业大学、长春汽车职业技术大学、山东外国语职业技术大学、山西工程科技职业大学、景德镇艺术职业大学
330802,现代物流管理,本科(职业),管理学学士,四年,财经商贸大类,物流类,专业导论、专业核心理论、专业方法与工具、实验/实践课程、方向模块课程、课程设计、毕业论文/设计,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,深圳职业技术大学、深圳信息职业技术大学、内蒙古农业大学、桂林理工大学、临沂大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、深圳信息职业技术大学、内蒙古农业大学、桂林理工大学、临沂大学,山东农业工程学院、广西职业师范学院、河南牧业经济学院、河南财政金融学院、德宏师范学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：山东农业工程学院、广西职业师范学院、河南牧业经济学院、河南财政金融学院、德宏师范学院
330803,供应链管理,本科(职业),管理学学士,四年,财经商贸大类,物流类,管理学原理、微观经济学、运筹学、物流学基础、供应链战略管理、供应链计划与控制、供应链采购管理、供应链物流管理、供应链建模与仿真实验、供应链案例分析实训,rysxai_major_course,,华中科技大学、天津大学、山东大学、山东大学威海分校、中央财经大学,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：华中科技大学、天津大学、山东大学、山东大学威海分校、中央财经大学,西交利物浦大学、青岛大学、首都经济贸易大学、北京工商大学、广东外语外贸大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：西交利物浦大学、青岛大学、首都经济贸易大学、北京工商大学、广东外语外贸大学,湘南学院、重庆第二师范学院、保定学院、信阳农林学院、广西职业师范学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：湘南学院、重庆第二师范学院、保定学院、信阳农林学院、广西职业师范学院
310101,电子信息工程技术,本科(职业),工学学士,四年,电子与信息大类,电子信息类,电路分析、模拟电子技术、数字电子技术、信号与系统、通信原理、电磁场与电磁波、嵌入式系统、数字信号处理,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,深圳职业技术大学、桂林理工大学、顺德职业技术大学、昌吉学院、郑州师范学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、桂林理工大学、顺德职业技术大学、昌吉学院、郑州师范学院,浙江水利水电学院、济宁学院、山东青年政治学院、菏泽学院、北京科技职业大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：浙江水利水电学院、济宁学院、山东青年政治学院、菏泽学院、北京科技职业大学
310102,物联网工程技术,本科(职业),工学学士,四年,电子与信息大类,电子信息类,电路分析、模拟电子技术、数字电子技术、信号与系统、通信原理、电磁场与电磁波、嵌入式系统、数字信号处理,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,江西软件职业技术大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：江西软件职业技术大学,南京工业职业技术大学、唐山工业职业技术大学、重庆电子科技职业大学、无锡职业技术大学、河北工业职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：南京工业职业技术大学、唐山工业职业技术大学、重庆电子科技职业大学、无锡职业技术大学、河北工业职业技术大学
310103,柔性电子技术,本科(职业),工学学士,四年,电子与信息大类,电子信息类,电路分析、模拟电子技术、数字电子技术、信号与系统、通信原理、电磁场与电磁波、嵌入式系统、数字信号处理,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,库内未命中,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：库内未命中该层次开设样例
310104,光电信息工程技术,本科(职业),工学学士,四年,电子与信息大类,电子信息类,电路分析、模拟电子技术、数字电子技术、信号与系统、通信原理、电磁场与电磁波、嵌入式系统、数字信号处理,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,南京工业职业技术大学、武汉职业技术大学、重庆电子科技职业大学、长春汽车职业技术大学、西安信息职业大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：南京工业职业技术大学、武汉职业技术大学、重庆电子科技职业大学、长春汽车职业技术大学、西安信息职业大学
310105,智能体工程技术,本科(职业),工学学士,四年,电子与信息大类,电子信息类,电路分析、模拟电子技术、数字电子技术、信号与系统、通信原理、电磁场与电磁波、嵌入式系统、数字信号处理,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,库内未命中,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：库内未命中该层次开设样例
310201,计算机应用工程,本科(职业),工学学士,四年,电子与信息大类,计算机类,程序设计、离散数学、数据结构、计算机组成原理、操作系统、计算机网络、数据库系统、软件工程、算法设计与分析,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,深圳职业技术大学、内蒙古农业大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、内蒙古农业大学,广西农业职业技术大学、青海职业技术大学、武威职业技术大学、漯河食品工程职业大学、山西工程科技职业大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：广西农业职业技术大学、青海职业技术大学、武威职业技术大学、漯河食品工程职业大学、山西工程科技职业大学
310202,网络工程技术,本科(职业),工学学士,四年,电子与信息大类,计算机类,程序设计、离散数学、数据结构、计算机组成原理、操作系统、计算机网络、数据库系统、软件工程、算法设计与分析,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,内蒙古农业大学、江西软件职业技术大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：内蒙古农业大学、江西软件职业技术大学,南京工业职业技术大学、广西农业职业技术大学、唐山工业职业技术大学、河北工业职业技术大学、贵州交通职业大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：南京工业职业技术大学、广西农业职业技术大学、唐山工业职业技术大学、河北工业职业技术大学、贵州交通职业大学
310203,软件工程技术,本科(职业),工学学士,四年,电子与信息大类,计算机类,程序设计、离散数学、数据结构、操作系统、数据库系统、软件工程、软件测试、项目管理,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,深圳职业技术大学、深圳信息职业技术大学、广东轻工职业技术大学、广州职业技术大学、武汉生物工程学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、深圳信息职业技术大学、广东轻工职业技术大学、广州职业技术大学、武汉生物工程学院,南京工业职业技术大学、南宁职业技术大学、无锡职业技术大学、河北工业职业技术大学、河北石油职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：南京工业职业技术大学、南宁职业技术大学、无锡职业技术大学、河北工业职业技术大学、河北石油职业技术大学
310204,数字媒体技术,本科(职业),工学学士,四年,电子与信息大类,计算机类,程序设计基础、C语言程序设计、数据结构与算法、操作系统、软件工程、计算机网络协议基础、JAVA技术实验、美学基础、素描实习、色彩实习,rysxai_major_course,,北京理工大学、中国人民大学、山东大学、大连理工大学、湖南大学,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：北京理工大学、中国人民大学、山东大学、大连理工大学、湖南大学,西交利物浦大学、北京电影学院、西安理工大学、北京语言大学、华侨大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：西交利物浦大学、北京电影学院、西安理工大学、北京语言大学、华侨大学,浙江水利水电学院、许昌学院、河南工程学院、南阳理工学院、渭南师范学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：浙江水利水电学院、许昌学院、河南工程学院、南阳理工学院、渭南师范学院
310205,大数据工程技术,本科(职业),工学学士,四年,电子与信息大类,计算机类,程序设计、数据结构、数据库系统、概率论与数理统计、机器学习、数据挖掘、大数据平台技术、数据可视化,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,深圳职业技术大学、江西软件职业技术大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、江西软件职业技术大学,山东青年政治学院、重庆电子科技职业大学、河北工业职业技术大学、河北石油职业技术大学、河北科技工程职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：山东青年政治学院、重庆电子科技职业大学、河北工业职业技术大学、河北石油职业技术大学、河北科技工程职业技术大学
310206,云计算技术,本科(职业),工学学士,四年,电子与信息大类,计算机类,程序设计、离散数学、数据结构、计算机组成原理、操作系统、计算机网络、数据库系统、软件工程、算法设计与分析,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,江西软件职业技术大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：江西软件职业技术大学,新疆天山职业技术大学、湖南软件职业技术大学、山东工程职业技术大学、西安信息职业大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：新疆天山职业技术大学、湖南软件职业技术大学、山东工程职业技术大学、西安信息职业大学
310207,信息安全与管理,本科(职业),"工学学士,管理学学士",四年,电子与信息大类,计算机类,程序设计、数据结构、计算机网络、操作系统、密码学、网络安全、系统安全、安全攻防实践,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,深圳职业技术大学、江西软件职业技术大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、江西软件职业技术大学,武汉职业技术大学、湖南汽车工程职业大学、重庆电子科技职业大学、河北石油职业技术大学、河北科技工程职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：武汉职业技术大学、湖南汽车工程职业大学、重庆电子科技职业大学、河北石油职业技术大学、河北科技工程职业技术大学
310208,虚拟现实技术,本科(职业),工学学士,四年,电子与信息大类,计算机类,大学英语、高等数学、计算机应用基础、虚拟现实导论、计算机图形学、数字图像处理、三维建模与动画制作、虚拟场景构建、交互设计与实现、虚拟现实引擎开发,rysxai_major_course,,北京航空航天大学、南京信息工程大学,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：北京航空航天大学、南京信息工程大学,江西财经大学、华东交通大学、江西理工大学、浙江传媒学院、沈阳理工大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：江西财经大学、华东交通大学、江西理工大学、浙江传媒学院、沈阳理工大学,南阳理工学院、济宁学院、山东管理学院、河南工学院、郑州工程技术学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：南阳理工学院、济宁学院、山东管理学院、河南工学院、郑州工程技术学院
310209,人工智能工程技术,本科(职业),工学学士,四年,电子与信息大类,计算机类,程序设计、离散数学、数据结构、机器学习、深度学习、计算机视觉、自然语言处理、智能系统实践,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,深圳职业技术大学、江西软件职业技术大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、江西软件职业技术大学,山东青年政治学院、南京工业职业技术大学、浙江机电职业技术大学、柳州职业技术大学、金华职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：山东青年政治学院、南京工业职业技术大学、浙江机电职业技术大学、柳州职业技术大学、金华职业技术大学
310210,嵌入式技术,本科(职业),工学学士,四年,电子与信息大类,计算机类,程序设计、离散数学、数据结构、计算机组成原理、操作系统、计算机网络、数据库系统、软件工程、算法设计与分析,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,深圳信息职业技术大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳信息职业技术大学,库内未命中,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：库内未命中该层次开设样例
