special_id,专业代码,专业名称,专业类型,门类/大类,专业类,学位,学制,软科专业排名,平均薪资,五年平均薪资,语文要求,数学要求,英语要求,物理要求,化学要求,生物要求,政治要求,历史要求,地理要求,主要求学科,整体学科画像,评分依据简述,课程介绍覆盖,专业介绍来源,新质生产力标签,新质方向,新质判断可信度,第1层开设数,第1层样例学校,第1层适配解读,第2层开设数,第2层样例学校,第2层适配解读,第3层开设数,第3层样例学校,第3层适配解读
300,120204,财务管理,本科(普通),管理学,工商管理类,管理学学士,四年,,119787.0,17800.0,4,4,3,1,1,1,3,2,2,语文、数学,数理表达型：适合能兼顾数据/学科逻辑、文字表达和沟通说明的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含数学/统计/算法训练；课程文本含阅读、写作、文献或沟通训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=610,否,,low,6,吉林大学/吉林/排名50；西南财经大学/四川/排名63；暨南大学/广东/排名74,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约6；本层开设样例：吉林大学/吉林/排名50；西南财经大学/四川/排名63；暨南大学/广东/排名74。,26,广东外语外贸大学/广东/排名142；江西财经大学/江西/排名146；北京工商大学/北京/排名190,第2层更看学科基础与区域行业应用结合，核心学科为语文、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约26；本层开设样例：广东外语外贸大学/广东/排名142；江西财经大学/江西/排名146；北京工商大学/北京/排名190。,13,淮南师范学院/安徽/排名764；菏泽学院/山东/排名802；浙江工业大学之江学院/浙江/排名869,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约13；本层开设样例：淮南师范学院/安徽/排名764；菏泽学院/山东/排名802；浙江工业大学之江学院/浙江/排名869。
301,120205,国际商务,本科(普通),管理学,工商管理类,管理学学士,四年,,115880.0,18800.0,4,3,4,1,1,1,4,2,2,语文、英语、政治,语言表达型：适合中英文阅读、写作、翻译或跨文化沟通能力强的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；专业名称/专业类显示英语、翻译、国际或跨境方向；课程文本含政治、法学或公共治理训练；课程/方向需要英文资料、国际沟通或专业英语,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=611,相关,digital_economy;green_low_carbon,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、英语、政治；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,4,广东外语外贸大学/广东/排名142；杭州师范大学/浙江/排名192；广西财经学院/广西/排名470,第2层更看学科基础与区域行业应用结合，核心学科为语文、英语、政治；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约4；本层开设样例：广东外语外贸大学/广东/排名142；杭州师范大学/浙江/排名192；广西财经学院/广西/排名470。,3,邢台学院/河北/排名666；山东财经大学燕山学院/山东/排名858；青岛工学院/山东/排名1102,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、英语、政治；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约3；本层开设样例：邢台学院/河北/排名666；山东财经大学燕山学院/山东/排名858；青岛工学院/山东/排名1102。
302,120206,人力资源管理,本科(普通),管理学,工商管理类,管理学学士,四年,,117794.0,17400.0,4,3,3,1,1,1,4,2,4,语文、政治、地理,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；专业名称/专业类显示地理空间、资源环境、城乡规划或交通旅游方向；课程文本含阅读、写作、文献或沟通训练；公共治理类覆盖：政治/公共事务理解和语文表达要求较高,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2162,否,,low,6,南开大学/天津/排名15；西南财经大学/四川/排名63；兰州大学/甘肃/排名68,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、政治、地理；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约6；本层开设样例：南开大学/天津/排名15；西南财经大学/四川/排名63；兰州大学/甘肃/排名68。,15,首都经济贸易大学/北京/排名124；江西财经大学/江西/排名146；浙江工商大学/浙江/排名151,第2层更看学科基础与区域行业应用结合，核心学科为语文、政治、地理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约15；本层开设样例：首都经济贸易大学/北京/排名124；江西财经大学/江西/排名146；浙江工商大学/浙江/排名151。,9,浙江水利水电学院/浙江/排名528；河池学院/广西/排名637；浙江理工大学科技与艺术学院/浙江/排名936,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、政治、地理；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约9；本层开设样例：浙江水利水电学院/浙江/排名528；河池学院/广西/排名637；浙江理工大学科技与艺术学院/浙江/排名936。
303,120207,审计学,本科(普通),管理学,工商管理类,管理学学士,四年,,120980.0,20000.0,4,3,3,1,1,1,4,2,2,语文、政治,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含阅读、写作、文献或沟通训练；课程文本含政治、法学或公共治理训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=613,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、政治；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,8,广东外语外贸大学/广东/排名142；浙江财经大学/浙江/排名159；南京审计大学/江苏/排名170,第2层更看学科基础与区域行业应用结合，核心学科为语文、政治；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约8；本层开设样例：广东外语外贸大学/广东/排名142；浙江财经大学/浙江/排名159；南京审计大学/江苏/排名170。,1,铜陵学院/安徽/排名838,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、政治；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：铜陵学院/安徽/排名838。
304,120208,资产评估,本科(普通),管理学,工商管理类,管理学学士,四年,,120837.0,20700.0,4,3,3,1,1,1,3,2,2,语文,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含阅读、写作、文献或沟通训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=614,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,1,广东金融学院/广东/排名413,第2层更看学科基础与区域行业应用结合，核心学科为语文；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约1；本层开设样例：广东金融学院/广东/排名413。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
305,120209,物业管理,本科(普通),管理学,工商管理类,管理学学士,四年,,70846.0,17000.0,4,3,3,1,1,1,4,2,2,语文、政治,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含阅读、写作、文献或沟通训练；课程文本含政治、法学或公共治理训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=615,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、政治；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为语文、政治；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,1,山东青年政治学院/山东/排名589,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、政治；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：山东青年政治学院/山东/排名589。
306,120210,文化产业管理,本科(普通),管理学,工商管理类,"管理学学士,艺术学学士",四年,,121519.0,17200.0,4,3,3,1,1,1,3,4,2,语文、历史,文史表达型：适合语文阅读写作强、历史文化理解好，能处理文献、叙事和阐释工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含历史、文博或文化遗产训练；文史艺术类覆盖：历史文化理解是重要支撑,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=616,否,,low,1,中国传媒大学/北京/排名55,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、历史；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约1；本层开设样例：中国传媒大学/北京/排名55。,2,浙江传媒学院/浙江/排名250；信阳师范大学/河南/排名659,第2层更看学科基础与区域行业应用结合，核心学科为语文、历史；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约2；本层开设样例：浙江传媒学院/浙江/排名250；信阳师范大学/河南/排名659。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、历史；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
1235,120211T,劳动关系,本科(普通),管理学,工商管理类,管理学学士,四年,,113275.0,17200.0,4,3,3,1,1,1,3,2,2,语文,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向,否,,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,1,中国劳动关系学院/北京/排名309,第2层更看学科基础与区域行业应用结合，核心学科为语文；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约1；本层开设样例：中国劳动关系学院/北京/排名309。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
1236,120212T,体育经济与管理,本科(普通),管理学,工商管理类,管理学学士,四年,,82309.0,19600.0,4,3,3,1,1,1,3,2,2,语文,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向,否,,弱相关,bio_manufacturing,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为语文；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
1237,120213T,财务会计教育,本科(普通),管理学,工商管理类,管理学学士,四年,,124687.0,13800.0,4,3,3,1,1,1,3,2,2,语文,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向,否,,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为语文；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,1,阿坝师范学院/四川/排名536,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：阿坝师范学院/四川/排名536。
1238,120214T,市场营销教育,本科(普通),管理学,工商管理类,管理学学士,四年,,173046.0,12100.0,4,3,3,1,1,1,3,2,2,语文,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向,否,,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为语文；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
8431,120215T,零售业管理,本科(普通),管理学,工商管理类,管理学学士,四年,,119045.0,0.0,4,3,3,1,1,1,3,2,2,语文,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向,否,,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为语文；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
8823,120216T,创业管理,本科(普通),管理学,工商管理类,管理学学士,四年,,137428.0,0.0,4,3,3,1,1,1,3,2,2,语文,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向,否,,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为语文；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,1,宁波财经学院/浙江/排名994,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：宁波财经学院/浙江/排名994。
9345,120217TK,海关稽查,本科(普通),管理学,工商管理类,管理学学士,四年,,133304.0,0.0,4,3,4,1,1,1,3,2,2,语文、英语,语言表达型：适合中英文阅读、写作、翻译或跨文化沟通能力强的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；专业名称/专业类显示英语、翻译、国际或跨境方向,否,,相关,artificial_intelligence;digital_economy,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、英语；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为语文、英语；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、英语；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
9893,120218T,内部审计,本科(普通),管理学,工商管理类,管理学学士,四年,,133937.0,0.0,4,4,3,1,1,1,3,2,2,语文、数学,数理表达型：适合能兼顾数据/学科逻辑、文字表达和沟通说明的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含数学/统计/算法训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2192,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为语文、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
121303,120219TK,商业人工智能,本科(普通),管理学,工商管理类,,四年,,,,4,5,4,1,1,1,3,2,2,数学、语文、英语,数据/信息型：适合逻辑、数学和英文资料阅读能力较强的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示数学、计算、数据或智能方向；该方向对高阶数学、统计或算法要求很高；专业名称/专业类显示文本、法规、教育或传播方向；计算机/软件类覆盖：核心是数学、逻辑、编程和英文资料，物理不是主门槛,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2278,是,artificial_intelligence,high,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为数学、语文、英语；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为数学、语文、英语；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为数学、语文、英语；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
321,120901K,旅游管理,本科(普通),管理学,旅游管理类,管理学学士,四年,,117890.0,15600.0,4,3,3,1,1,1,3,2,4,语文、地理,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；专业名称/专业类显示地理空间、资源环境、城乡规划或交通旅游方向；资源环境/交通旅游类覆盖：地理场景和区域理解要求较高,否,,弱相关,low_altitude_economy,low,7,湖南师范大学/湖南/排名95；云南大学/云南/排名115；东北财经大学/辽宁/排名119,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、地理；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约7；本层开设样例：湖南师范大学/湖南/排名95；云南大学/云南/排名115；东北财经大学/辽宁/排名119。,52,燕山大学/河北/排名133；浙江工商大学/浙江/排名151；北京第二外国语学院/北京/排名160,第2层更看学科基础与区域行业应用结合，核心学科为语文、地理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约52；本层开设样例：燕山大学/河北/排名133；浙江工商大学/浙江/排名151；北京第二外国语学院/北京/排名160。,29,广州航海学院/广东/排名501；重庆第二师范学院/重庆/排名545；山东青年政治学院/山东/排名589,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、地理；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约29；本层开设样例：广州航海学院/广东/排名501；重庆第二师范学院/重庆/排名545；山东青年政治学院/山东/排名589。
322,120902,酒店管理,本科(普通),管理学,旅游管理类,管理学学士,四年,,121802.0,16400.0,4,3,3,1,1,1,3,2,4,语文、地理,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；专业名称/专业类显示地理空间、资源环境、城乡规划或交通旅游方向；资源环境/交通旅游类覆盖：地理场景和区域理解要求较高,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2165,否,,low,1,华南师范大学/广东/排名83,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、地理；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约1；本层开设样例：华南师范大学/广东/排名83。,4,北京第二外国语学院/北京/排名160；华侨大学/福建/排名216；肇庆学院/广东/排名564,第2层更看学科基础与区域行业应用结合，核心学科为语文、地理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约4；本层开设样例：北京第二外国语学院/北京/排名160；华侨大学/福建/排名216；肇庆学院/广东/排名564。,5,桂林旅游学院/广西/排名715；巢湖学院/安徽/排名776；黄山学院/安徽/排名909,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、地理；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约5；本层开设样例：桂林旅游学院/广西/排名715；巢湖学院/安徽/排名776；黄山学院/安徽/排名909。
323,120903,会展经济与管理,本科(普通),管理学,旅游管理类,管理学学士,四年,,119538.0,15200.0,4,3,3,1,1,1,3,4,4,语文、历史、地理,文史表达型：适合语文阅读写作强、历史文化理解好，能处理文献、叙事和阐释工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；专业名称/专业类显示地理空间、资源环境、城乡规划或交通旅游方向；课程文本含阅读、写作、文献或沟通训练；课程文本含历史、文博或文化遗产训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=653,否,,low,1,华南师范大学/广东/排名83,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、历史、地理；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约1；本层开设样例：华南师范大学/广东/排名83。,3,浙大城市学院/浙江/排名281；重庆文理学院/重庆/排名560；浙江万里学院/浙江/排名676,第2层更看学科基础与区域行业应用结合，核心学科为语文、历史、地理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约3；本层开设样例：浙大城市学院/浙江/排名281；重庆文理学院/重庆/排名560；浙江万里学院/浙江/排名676。,1,广东外语外贸大学南国商学院/广东/排名961,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、历史、地理；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：广东外语外贸大学南国商学院/广东/排名961。
1247,120904T,旅游管理与服务教育,本科(普通),管理学,旅游管理类,管理学学士,四年,,50398.0,14300.0,4,3,3,1,1,1,3,2,4,语文、地理,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；专业名称/专业类显示地理空间、资源环境、城乡规划或交通旅游方向；资源环境/交通旅游类覆盖：地理场景和区域理解要求较高,否,,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、地理；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,5,江西财经大学/江西/排名146；杭州师范大学/浙江/排名192；广东技术师范大学/广东/排名271,第2层更看学科基础与区域行业应用结合，核心学科为语文、地理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约5；本层开设样例：江西财经大学/江西/排名146；杭州师范大学/浙江/排名192；广东技术师范大学/广东/排名271。,1,阿坝师范学院/四川/排名536,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、地理；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：阿坝师范学院/四川/排名536。
10133,120905TK,国际邮轮管理,本科(普通),管理学,旅游管理类,管理学学士,四年,,0.0,0.0,4,4,4,1,1,1,4,2,4,语文、数学、英语、政治、地理,空间环境型：适合地理空间理解好，同时能做数学/物理建模、测绘、规划或资源环境分析的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；专业名称/专业类显示英语、翻译、国际或跨境方向；专业名称/专业类显示地理空间、资源环境、城乡规划或交通旅游方向；课程文本含数学/统计/算法训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2237,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、数学、英语、政治、地理；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为语文、数学、英语、政治、地理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、数学、英语、政治、地理；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
121306,120906TK,数字文旅,本科(普通),管理学,旅游管理类,,四年,,,,4,3,3,1,1,1,3,2,4,语文、地理,文本论证型：适合阅读量大、写作表达强、能做规范文本和沟通工作的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；专业名称/专业类显示地理空间、资源环境、城乡规划或交通旅游方向；课程文本含地理空间、资源环境或区域分析训练；资源环境/交通旅游类覆盖：地理场景和区域理解要求较高,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2281,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、地理；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为语文、地理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、地理；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
317,120601,物流管理,本科(普通),管理学,物流管理与工程类,管理学学士,四年,,115115.0,17900.0,4,4,3,1,1,1,3,2,4,语文、数学、地理,空间环境型：适合地理空间理解好，同时能做数学/物理建模、测绘、规划或资源环境分析的学生。,管理学类：管理文本、沟通、政策环境和数据分析基础重要；专业名称/专业类显示文本、法规、教育或传播方向；专业名称/专业类显示地理空间、资源环境、城乡规划或交通旅游方向；课程文本含数学/统计/算法训练；课程文本含阅读、写作、文献或沟通训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=641,弱相关,digital_economy,low,6,华中科技大学/湖北/排名20；北京交通大学/北京/排名36；南京邮电大学/江苏/排名78,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、数学、地理；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约6；本层开设样例：华中科技大学/湖北/排名20；北京交通大学/北京/排名36；南京邮电大学/江苏/排名78。,23,西安邮电大学/陕西/排名126；浙江工商大学/浙江/排名151；广州大学/广东/排名157,第2层更看学科基础与区域行业应用结合，核心学科为语文、数学、地理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约23；本层开设样例：西安邮电大学/陕西/排名126；浙江工商大学/浙江/排名151；广州大学/广东/排名157。,16,南京工业职业技术大学/江苏/排名577；上海财经大学浙江学院/浙江/排名851；电子科技大学中山学院/广东/排名856,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、数学、地理；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约16；本层开设样例：南京工业职业技术大学/江苏/排名577；上海财经大学浙江学院/浙江/排名851；电子科技大学中山学院/广东/排名856。
